part_id,machine_id,temperature_c,pressure_bar,cycle_time_s,shift,material_batch,operator_experience_years,vibration_mm_s,humidity_percent,scrap
P000365,M3,178.6,5.13,49.4,night,B5,6.7,2.19,42.2,0
P000366,M2,185.8,5.74,44.6,night,B2,3.9,3.16,51.7,1
P000367,M4,175.6,5.59,44.8,late,B2,3.5,2.32,51.8,0
P000368,M3,182.0,5.78,49.9,night,B1,2.2,3.31,53.0,0
P000369,M2,187.0,5.04,55.2,night,B2,7.9,1.76,52.5,1
P000370,M4,193.9,5.63,47.0,early,B1,1.0,2.67,44.7,0
P000371,M4,191.4,5.66,44.4,early,B4,2.6,2.5,44.7,0
P000372,M2,181.3,5.73,54.6,night,B1,2.0,2.73,57.0,0
P000373,M2,188.1,5.72,45.8,early,B4,1.9,2.88,43.8,0
P000374,M2,188.2,5.82,49.5,late,B3,7.8,2.78,43.7,0
P000375,M1,182.7,6.33,44.4,late,B5,3.3,2.4,55.4,0
P000376,M1,183.1,5.62,47.0,late,B2,2.2,2.48,47.9,0
P000377,M4,182.1,5.48,43.2,early,B2,4.6,3.29,44.0,0
P000378,M2,197.3,5.2,46.8,late,B2,4.4,1.51,44.0,0
P000379,M2,184.7,5.62,45.8,early,B3,6.6,3.58,57.0,0
P000380,M3,184.9,5.31,48.5,night,B2,5.0,3.45,52.7,0
P000381,M3,169.1,6.14,46.6,early,B1,3.5,1.51,49.9,0
P000382,M4,188.5,5.77,50.1,late,B5,3.6,2.52,38.7,0
P000383,M4,190.5,6.13,43.7,night,B4,4.8,3.12,49.9,0
P000384,M2,181.2,6.31,47.4,early,B1,1.8,3.16,46.3,0
P000385,M2,184.2,5.5,50.6,early,B4,4.3,3.5,40.7,0
P000386,M4,186.5,5.68,50.1,night,B2,9.8,2.67,43.2,0
P000387,M3,183.1,6.27,40.5,early,B1,3.9,1.39,53.6,0
P000388,M4,186.6,5.87,48.0,early,B3,2.8,3.09,57.9,0
P000389,M1,182.4,5.98,42.9,late,B4,2.8,2.59,39.5,0
P000390,M4,194.2,6.16,50.3,night,B1,4.7,3.16,40.5,1
P000391,M3,179.3,6.11,53.1,late,B2,4.1,1.61,53.6,0
P000392,M1,198.8,5.94,36.1,early,B5,5.7,1.75,44.7,0
P000393,M3,189.8,6.29,43.5,night,B2,2.3,2.31,52.4,0
P000394,M3,187.6,5.78,47.0,late,B1,3.2,2.9,44.6,0
P000395,M1,178.3,5.98,46.0,late,B3,6.3,3.03,52.6,0
P000396,M2,192.0,5.74,51.8,late,B4,6.7,2.42,37.0,0
P000397,M4,187.3,6.16,47.1,early,B5,6.7,2.32,52.4,0
P000398,M2,175.3,5.55,46.2,early,B4,5.9,4.04,31.2,0
P000399,M2,179.3,5.21,44.3,late,B1,6.0,2.5,55.4,0
P000400,M2,189.0,6.03,43.7,early,B5,4.3,3.05,47.7,0
P000401,M2,186.3,5.44,45.4,late,B4,1.2,2.55,51.5,1
P000402,M4,181.2,5.41,44.7,early,B4,1.3,2.71,49.9,0
P000403,M4,189.9,6.24,48.3,early,B5,3.8,2.11,34.4,1
P000404,M1,179.1,6.14,45.4,early,B4,4.0,1.92,58.9,0
P000405,M4,181.5,5.68,44.3,late,B2,1.9,2.33,50.7,0
P000406,M4,180.4,4.73,43.0,late,B3,2.0,2.25,54.1,0
P000407,M2,189.8,5.99,45.5,early,B3,3.4,2.61,41.6,0
P000408,M4,174.5,6.03,44.7,early,B3,12.0,2.74,49.9,0
P000409,M1,181.3,5.98,43.2,early,B4,1.6,3.15,37.5,0
P000410,M4,174.5,5.96,49.4,night,B4,2.7,2.23,49.2,0
P000411,M3,181.3,5.74,51.2,early,B1,6.6,1.86,40.5,0
P000412,M3,187.0,5.66,41.5,night,B3,5.8,2.3,75.0,0
P000413,M1,188.1,5.41,50.3,early,B1,4.5,1.92,52.8,0
P000414,M4,180.0,5.56,49.4,early,B3,0.7,1.76,58.6,0
P000415,M1,186.9,5.91,46.7,late,B3,3.1,2.78,46.0,0
P000416,M1,183.0,5.92,51.8,late,B2,11.1,2.34,51.2,0
P000417,M1,191.5,6.08,45.4,early,B5,2.0,2.38,55.2,0
P000418,M4,183.3,5.31,48.3,night,B2,1.9,1.63,39.4,0
P000419,M1,167.6,5.22,46.5,early,B1,9.5,2.04,42.6,0
P000420,M4,188.9,5.67,47.0,early,B2,3.4,1.86,55.8,0
P000421,M3,180.5,5.44,47.7,early,B4,0.8,2.29,46.3,0
P000422,M1,182.5,5.87,46.2,late,B1,1.5,2.36,42.0,0
P000423,M1,185.8,5.34,47.8,night,B3,2.3,2.36,43.0,0
P000424,M1,176.2,6.21,43.5,early,B3,4.4,2.0,38.2,0
P000425,M3,183.4,5.51,43.6,night,B5,3.2,1.92,32.3,0
P000426,M4,186.9,6.36,44.2,late,B1,1.8,2.41,34.4,0
P000427,M1,186.0,5.98,44.6,night,B1,3.2,2.46,48.4,0
P000428,M4,180.7,5.43,50.7,night,B3,2.0,2.24,53.4,0
P000429,M1,189.5,6.53,44.2,night,B1,11.5,1.88,68.2,1
P000430,M4,178.5,5.89,49.3,late,B4,1.4,2.1,47.7,1
P000431,M4,180.6,5.86,47.8,early,B2,2.6,2.2,37.8,0
P000432,M4,183.3,5.78,45.1,late,B3,2.3,2.3,47.8,0
P000433,M3,184.6,5.96,51.0,late,B1,2.3,1.81,53.6,0
P000434,M4,182.2,5.98,49.6,late,B4,1.5,2.3,56.2,0
P000435,M1,190.8,5.5,46.0,late,B3,9.0,2.86,55.5,0
P000436,M1,185.6,5.73,45.7,early,B1,12.0,2.17,52.6,0
P000437,M1,184.4,5.84,46.4,night,B2,4.8,1.74,48.8,0
P000438,M3,184.4,6.0,40.2,early,B1,4.5,1.28,53.9,0
P000439,M3,187.0,6.01,42.9,night,B1,0.9,3.13,38.5,0
P000440,M3,184.3,5.86,47.8,early,B4,8.9,2.81,31.9,0
P000441,M4,174.0,5.61,40.8,early,B3,2.0,2.63,64.7,0
P000442,M1,190.0,5.59,43.2,night,B5,0.8,2.82,47.6,0
P000443,M3,183.7,5.38,44.5,night,B2,5.4,2.54,52.3,0
P000444,M1,187.8,6.01,57.0,late,B4,7.4,2.27,25.6,0
P000445,M2,184.8,5.58,50.8,night,B4,8.8,2.19,60.4,0
P000446,M3,173.0,5.73,50.2,early,B4,2.6,3.16,57.2,0
P000447,M4,171.5,5.88,43.7,night,B5,2.4,2.3,35.5,0
P000448,M3,177.8,5.8,47.4,early,B4,4.2,2.13,45.5,0
P000449,M1,186.8,5.8,39.3,late,B4,3.2,2.32,50.1,0
P000450,M3,190.1,5.48,44.7,late,B4,5.4,2.32,37.9,0
P000451,M1,185.7,5.89,47.9,early,B3,4.3,2.56,51.9,0
P000452,M4,178.2,5.69,41.4,late,B4,1.8,2.71,56.4,0
P000453,M3,178.7,5.77,47.5,late,B5,9.0,2.04,50.6,0
P000454,M1,191.5,6.21,47.8,early,B4,5.5,2.31,35.5,0
P000455,M1,176.8,5.98,43.7,night,B4,7.3,2.54,39.7,1
P000456,M1,195.6,5.6,42.8,late,B1,1.9,2.0,47.0,0
P000457,M4,194.3,5.75,44.1,early,B3,5.4,3.15,46.0,0
P000458,M2,198.7,6.36,46.9,late,B1,6.4,2.74,46.2,0
P000459,M4,186.1,5.69,45.6,early,B1,4.1,3.22,45.9,0
P000460,M3,181.1,5.81,47.9,early,B2,1.5,1.67,33.6,0
P000461,M3,185.0,6.03,44.0,late,B3,3.9,2.59,54.4,0
P000462,M1,189.0,5.88,52.1,early,B3,6.0,1.9,53.0,0
P000463,M4,180.4,5.67,52.9,early,B5,7.6,2.21,52.2,0
P000464,M2,180.9,5.54,49.1,late,B4,1.0,3.16,51.4,0
P000465,M3,181.4,5.8,44.7,early,B3,4.1,2.2,45.7,0
P000466,M3,178.8,6.03,44.0,night,B2,1.2,3.47,43.1,0
P000467,M3,189.8,6.26,47.2,night,B4,6.0,2.53,39.9,1
P000468,M4,180.6,5.29,48.7,early,B2,7.1,2.19,60.3,0
P000469,M1,184.5,6.42,45.2,late,B5,1.7,2.53,47.8,0
P000470,M3,188.4,5.7,44.5,early,B4,1.5,2.19,34.7,0
P000471,M2,194.0,6.12,49.5,late,B4,2.3,3.12,47.8,0
P000472,M2,188.1,5.54,48.5,early,B2,3.3,2.62,31.3,0
P000473,M1,186.1,5.24,43.8,night,B4,2.1,2.48,50.0,0
P000474,M1,178.4,5.34,46.4,early,B5,6.4,2.39,49.1,0
P000475,M2,192.6,5.68,45.9,late,B1,7.6,2.79,43.7,0
P000476,M2,193.9,5.98,45.3,early,B1,4.0,3.22,40.5,0
P000477,M2,176.7,5.81,48.2,early,B3,2.1,1.94,52.5,0
P000478,M3,192.7,5.71,43.8,late,B2,3.2,2.34,47.3,0
P000479,M3,179.1,6.19,43.2,late,B4,4.0,1.98,32.5,0
P000480,M2,190.3,5.8,52.2,night,B3,3.1,2.14,57.6,0
P000481,M2,187.4,5.9,46.7,early,B5,3.5,2.37,40.5,0
P000482,M1,183.7,6.89,53.0,early,B2,7.2,2.02,37.5,0
P000483,M3,181.9,5.8,48.4,early,B2,2.0,2.19,58.9,0
P000484,M2,181.5,5.56,45.1,early,B1,12.0,2.9,56.5,1
P000485,M1,186.9,5.97,50.4,night,B2,4.1,2.54,44.6,0
P000486,M2,185.4,6.06,45.5,night,B2,2.9,2.57,38.0,0
P000487,M2,179.8,5.91,55.7,night,B4,2.0,3.46,40.7,0
P000488,M1,178.3,5.85,46.9,early,B2,2.1,2.13,44.5,0
P000489,M3,175.9,6.32,48.1,late,B2,3.7,1.42,57.7,0
P000490,M3,180.1,6.28,46.1,late,B2,4.0,2.14,58.4,0
P000491,M3,185.7,5.76,47.0,early,B3,2.9,2.32,49.3,0
P000492,M3,179.1,5.57,45.1,late,B4,1.2,0.83,53.2,0
P000493,M3,188.4,5.95,42.5,early,B5,3.7,2.84,46.3,0
P000494,M2,186.3,5.57,49.5,early,B1,2.1,2.71,41.0,0
P000495,M4,182.4,6.11,50.7,night,B5,0.8,1.98,36.0,1
P000496,M3,183.1,5.95,41.5,early,B2,5.6,1.87,50.6,0
P000497,M2,194.7,6.73,54.1,night,B5,0.9,3.09,55.2,1
P000498,M3,175.5,6.32,48.3,early,B1,2.8,2.7,43.9,0
P000499,M2,196.1,5.42,46.5,early,B4,3.4,2.46,57.5,1
P000500,M3,188.3,5.62,44.3,early,B5,8.3,1.69,44.9,0
P000501,M3,182.9,5.13,53.1,early,B1,0.8,2.36,48.7,0
P000502,M4,190.5,5.05,50.4,late,B4,6.0,2.64,46.2,0
P000503,M4,182.2,5.84,51.1,early,B1,6.6,2.75,57.9,0
P000504,M3,184.6,5.38,45.0,late,B5,9.9,2.05,51.9,0
P000505,M3,180.0,6.37,48.1,night,B4,7.4,2.25,47.5,0
P000506,M4,189.3,6.21,48.1,early,B5,3.5,2.51,48.6,0
P000507,M2,183.1,5.7,47.5,early,B5,6.2,3.19,38.5,0
P000508,M4,183.7,5.69,47.2,late,B2,8.6,3.1,30.1,0
P000509,M2,190.7,6.32,52.4,night,B3,0.6,3.47,43.7,0
P000510,M1,189.8,6.4,52.1,late,B4,1.2,2.89,46.4,0
P000511,M1,179.5,5.47,45.0,early,B1,4.3,3.12,52.3,0
P000512,M4,188.1,5.43,41.8,late,B2,6.6,2.96,46.7,0
P000513,M1,178.6,5.69,52.2,late,B1,5.4,2.03,44.2,0
P000514,M2,175.2,5.95,54.5,early,B5,4.6,3.44,25.0,0
P000515,M2,182.9,5.62,49.7,early,B2,9.8,2.13,52.2,0
P000516,M1,188.6,5.96,52.8,night,B3,2.9,3.36,49.7,0
P000517,M2,186.9,6.48,49.4,early,B3,2.1,2.31,54.5,0
P000518,M3,180.1,5.31,42.5,early,B2,2.5,2.7,48.2,0
P000519,M1,184.3,5.64,41.0,early,B4,4.4,2.95,57.2,0
P000520,M4,184.1,5.31,41.8,late,B5,3.4,2.71,43.6,0
P000521,M4,187.4,5.51,46.8,late,B3,6.8,1.58,47.7,0
P000522,M2,178.1,5.7,46.4,early,B5,2.2,2.32,49.9,0
P000523,M1,183.4,5.55,43.8,late,B1,4.8,2.46,53.3,0
P000524,M3,183.7,5.98,45.6,late,B5,6.2,2.59,51.3,0
P000525,M1,176.5,5.85,49.3,early,B1,8.5,2.22,51.8,0
P000526,M2,179.4,5.9,46.1,night,B1,1.4,2.78,50.2,0
P000527,M4,182.0,5.69,44.1,early,B1,2.4,1.84,46.5,1
P000528,M4,184.0,5.72,45.0,early,B2,3.2,3.3,55.2,0
P000529,M4,184.1,5.68,50.3,night,B5,1.1,2.33,34.6,0
P000530,M2,183.9,5.71,47.9,night,B2,4.6,3.1,43.0,0
P000531,M3,179.7,5.95,47.1,early,B4,4.5,2.93,60.7,0
P000532,M3,180.8,5.13,51.9,night,B3,4.3,1.78,42.6,0
P000533,M2,188.6,5.9,59.0,late,B1,3.1,2.81,47.4,0
P000534,M3,189.8,5.5,48.4,early,B3,8.0,2.43,59.1,0
P000535,M1,171.8,5.68,48.1,night,B2,2.5,2.18,47.0,0
P000536,M1,187.4,5.25,41.5,night,B2,7.5,2.72,41.3,0
P000537,M3,182.4,5.67,47.4,early,B3,2.4,2.0,57.6,0
P000538,M1,186.9,5.9,46.2,late,B4,1.4,2.32,45.7,0
P000539,M1,190.5,5.96,49.4,early,B3,3.5,2.13,46.2,0
P000540,M4,179.8,5.38,45.3,early,B2,4.0,3.55,32.2,0
P000541,M4,189.2,5.94,47.6,night,B4,4.8,2.2,47.0,0
P000542,M3,176.1,6.2,48.3,late,B4,0.4,2.64,53.5,0
P000543,M4,184.7,5.63,54.0,late,B2,2.8,3.31,44.6,0
P000544,M4,182.7,5.8,52.7,late,B5,11.6,2.09,37.7,0
P000545,M1,184.3,5.08,50.8,late,B5,2.3,2.34,44.2,0
P000546,M2,181.6,5.49,51.0,early,B4,6.6,2.31,43.1,0
P000547,M2,189.4,5.89,46.6,night,B2,12.0,1.84,46.0,0
P000548,M1,192.7,6.13,48.8,late,B2,12.0,1.95,43.9,0
P000549,M4,178.7,5.59,43.9,late,B3,1.6,2.24,61.3,0
P000550,M2,188.0,6.73,47.4,late,B1,6.3,2.52,50.4,0
P000551,M2,191.7,5.91,55.0,early,B2,6.5,2.62,34.1,0
P000552,M1,182.4,5.35,48.0,early,B1,5.6,2.3,48.6,0
P000553,M1,191.5,6.25,46.9,early,B1,1.4,1.76,47.7,0
P000554,M4,181.6,5.36,48.2,early,B4,4.2,2.66,57.6,0
P000555,M1,183.4,5.91,45.6,late,B1,4.2,2.85,46.8,0
P000556,M1,178.5,5.47,37.8,night,B3,1.2,2.9,46.5,0
P000557,M2,187.7,5.32,43.4,early,B3,2.9,2.63,62.9,0
P000558,M2,187.0,6.14,50.5,early,B1,4.4,3.15,39.4,0
P000559,M3,186.5,5.71,42.5,late,B5,3.4,1.99,54.4,0
P000560,M2,183.5,6.4,47.8,early,B5,5.9,2.6,48.5,0
P000561,M1,180.2,5.44,41.3,night,B4,2.9,2.48,44.0,0
P000562,M1,186.5,5.25,43.3,early,B4,3.9,2.15,42.8,0
P000563,M4,191.7,5.63,46.8,early,B2,6.9,1.93,58.9,0
P000564,M3,186.5,6.81,49.5,early,B5,10.7,2.67,51.7,0
P000565,M3,193.2,6.09,50.3,night,B4,1.3,1.93,52.8,0
P000566,M3,186.1,5.99,43.2,early,B3,5.7,2.07,55.1,0
P000567,M4,186.9,6.01,48.0,late,B4,2.5,2.98,50.7,0
P000568,M1,187.7,5.63,40.6,early,B5,4.9,2.54,39.5,0
P000569,M2,195.2,6.76,48.4,early,B4,1.2,2.83,35.4,0
P000570,M3,189.8,5.96,49.6,night,B1,8.1,1.64,60.3,0
P000571,M2,181.0,5.93,47.9,early,B2,2.0,2.23,49.7,0
P000572,M4,188.4,6.14,51.8,early,B1,7.0,2.68,48.6,0
P000573,M2,188.5,5.35,51.4,late,B2,1.4,3.03,62.4,0
P000574,M4,182.9,5.49,47.7,night,B5,1.0,2.61,39.5,1
P000575,M4,174.2,5.71,45.9,early,B1,3.1,2.29,27.8,0
P000576,M3,174.5,6.15,44.0,early,B5,4.3,2.07,33.5,0
P000577,M4,182.0,5.35,41.3,night,B2,12.0,2.6,43.8,0
P000578,M3,174.9,5.78,41.1,late,B3,4.2,1.74,48.9,0
P000579,M4,182.1,5.73,50.6,night,B3,1.6,2.54,59.1,0
P000580,M2,190.9,5.25,54.0,night,B1,6.3,2.13,54.7,0
P000581,M2,183.8,5.62,44.1,late,B1,8.9,2.28,27.5,0
P000582,M3,183.5,5.99,46.3,early,B2,1.9,2.38,70.4,0
P000583,M1,178.1,5.28,40.0,early,B1,6.8,2.56,44.7,0
P000584,M2,188.6,6.29,44.5,late,B4,8.2,2.9,57.8,0
P000585,M4,186.8,5.96,47.8,late,B3,6.4,2.0,52.4,0
P000586,M3,175.2,5.92,44.0,night,B5,2.2,1.46,48.0,0
P000587,M1,179.9,5.8,38.7,late,B5,4.3,2.3,46.1,0
P000588,M2,180.0,5.42,54.7,early,B2,4.9,1.9,39.1,0
P000589,M1,186.8,5.57,45.8,late,B5,7.9,2.72,37.7,0
P000590,M1,184.9,5.93,41.8,late,B1,2.3,1.81,46.7,0
P000591,M4,183.7,5.57,47.3,late,B3,6.9,3.51,36.9,0
P000592,M2,186.3,5.87,47.9,night,B4,3.3,2.32,61.2,1
P000593,M2,188.8,5.49,49.8,late,B3,2.8,2.96,48.8,0
P000594,M3,184.9,5.96,44.7,early,B4,3.8,1.97,64.7,0
P000595,M1,181.3,5.98,47.2,late,B5,0.4,2.22,44.5,0
P000596,M2,183.5,5.23,51.8,late,B3,0.5,2.83,43.3,0
P000597,M3,182.7,5.82,41.0,night,B2,0.7,2.69,52.7,0
P000598,M3,182.0,5.27,43.4,late,B3,5.0,2.76,45.9,1
P000599,M4,195.3,5.15,50.0,late,B5,3.1,2.83,55.8,1
P000600,M3,180.9,5.59,43.9,late,B5,2.2,2.77,59.5,0
P000601,M2,188.6,6.78,47.9,late,B5,3.6,2.47,56.8,0
P000602,M4,186.6,6.07,45.0,early,B2,7.0,2.79,58.9,0
P000603,M4,191.7,6.29,45.2,night,B2,3.5,2.35,54.5,0
P000604,M3,178.5,6.01,44.1,night,B3,1.5,2.74,43.6,0
P000605,M4,191.4,5.87,42.0,late,B3,12.0,2.55,57.1,1
P000606,M4,183.2,6.11,48.5,late,B4,3.7,2.78,53.6,0
P000607,M4,197.8,5.58,50.8,early,B5,8.3,2.63,43.1,0
P000608,M1,186.0,5.96,45.3,late,B3,6.4,2.64,44.1,0
P000609,M3,176.2,6.21,49.6,late,B2,2.7,1.94,47.3,0
P000610,M2,185.9,6.04,46.3,late,B5,10.6,2.04,56.9,0
P000611,M3,190.3,6.23,43.9,early,B3,2.4,2.75,48.9,0
P000612,M3,183.4,5.86,47.6,late,B4,5.0,2.91,48.0,0
P000613,M4,183.7,6.39,48.4,early,B1,4.5,2.45,46.7,0
P000614,M4,188.0,5.73,46.4,late,B3,4.8,2.86,45.2,0
P000615,M2,185.1,6.54,50.8,late,B3,9.5,2.02,38.7,0
P000616,M3,181.8,6.0,41.1,early,B1,3.8,2.02,54.4,0
P000617,M3,177.8,5.67,44.8,late,B2,4.3,2.34,39.9,0
P000618,M2,196.5,5.39,51.9,night,B4,4.5,1.97,48.5,0
P000619,M1,177.3,5.52,49.7,late,B1,12.0,1.61,44.7,0
P000620,M1,184.9,5.46,49.2,early,B1,7.9,2.37,54.1,0
P000621,M4,186.6,5.77,50.7,late,B1,1.0,2.23,45.3,0
P000622,M2,186.9,5.35,46.8,early,B1,2.4,2.59,40.0,0
P000623,M4,177.1,6.25,40.3,late,B3,4.0,2.32,55.9,0
P000624,M2,181.5,5.84,47.2,late,B3,9.4,2.17,41.4,1
P000625,M4,186.9,5.82,49.2,early,B4,10.0,2.4,49.2,0
P000626,M2,182.7,5.39,51.2,late,B3,3.6,2.74,58.2,0
P000627,M4,172.6,5.53,44.8,late,B3,2.4,2.24,42.2,0
P000628,M1,186.1,5.02,42.3,night,B5,3.3,2.07,47.2,0
P000629,M3,178.2,6.37,42.7,early,B2,4.1,2.21,44.6,0
P000630,M4,187.5,5.3,44.7,early,B4,3.1,2.87,49.1,0
P000631,M4,182.9,5.33,39.6,late,B1,8.4,2.46,47.5,0
P000632,M4,182.6,6.29,44.8,early,B5,2.9,1.63,55.4,0
P000633,M1,184.3,5.94,46.2,late,B2,1.9,1.76,43.0,0
P000634,M2,180.7,5.84,47.8,early,B2,3.2,3.17,58.2,0
P000635,M1,179.5,5.92,44.7,early,B1,4.7,1.99,60.8,0
P000636,M1,182.6,6.13,43.4,late,B3,8.5,2.26,50.1,0
P000637,M3,176.7,5.83,43.8,early,B2,1.8,3.17,41.7,0
P000638,M3,186.9,5.26,43.9,late,B5,4.7,2.58,47.7,0
P000639,M4,182.3,6.06,49.5,early,B1,4.8,1.53,47.0,1
P000640,M4,176.0,5.95,46.8,late,B3,5.4,3.15,62.2,0
P000641,M3,179.9,6.21,58.0,early,B5,2.9,2.37,47.2,0
P000642,M4,184.6,5.36,45.5,night,B5,5.4,2.67,59.1,0
P000643,M1,181.5,5.54,47.7,night,B4,6.3,2.44,48.9,0
P000644,M1,186.2,5.94,44.8,early,B3,2.9,2.71,48.4,0
P000645,M3,186.2,5.47,44.7,late,B5,4.3,2.26,45.2,0
P000646,M4,197.2,4.98,52.7,early,B2,3.4,1.83,45.9,0
P000647,M1,190.3,5.87,49.8,late,B5,2.1,2.45,55.1,0
P000648,M3,174.0,6.11,39.3,early,B3,1.3,1.68,42.2,0
P000649,M3,181.0,5.75,42.1,late,B2,2.4,3.12,55.7,0
P000650,M1,182.5,5.99,45.5,early,B2,2.5,2.14,59.5,0
P000651,M2,190.2,5.94,46.2,night,B3,1.3,2.73,43.3,0
P000652,M4,178.9,5.8,41.1,late,B1,5.1,2.2,57.7,0
P000653,M3,180.1,5.85,46.4,late,B4,6.6,2.45,56.4,0
P000654,M1,177.2,6.27,38.9,early,B2,3.3,2.5,55.0,0
P000655,M4,180.7,5.46,47.3,early,B2,3.7,2.19,42.9,0
P000656,M2,183.9,6.07,51.0,early,B1,2.6,2.95,47.0,0
P000657,M4,182.3,5.39,50.1,night,B3,3.5,2.53,47.0,0
P000658,M2,180.5,5.52,47.7,night,B2,5.4,2.71,64.7,1
P000659,M3,188.4,6.22,51.7,early,B1,4.7,1.96,47.9,0
P000660,M2,189.6,5.38,49.5,late,B5,3.5,3.79,46.5,1
P000661,M2,179.0,5.72,51.4,late,B4,2.5,3.28,38.8,0
P000662,M4,184.1,6.63,44.0,early,B2,6.2,2.83,40.2,0
P000663,M1,175.4,6.16,51.8,late,B1,2.7,2.81,42.5,1
P000664,M1,191.4,5.54,46.0,early,B5,1.3,2.43,50.9,0
P000665,M2,195.9,5.6,54.2,early,B4,4.1,2.59,36.6,0
P000666,M3,182.7,5.74,51.2,late,B3,0.8,1.11,42.7,0
P000667,M4,179.3,6.26,47.8,early,B4,4.6,1.95,33.1,0
P000668,M4,180.3,5.45,48.3,night,B1,4.8,3.47,59.2,0
P000669,M2,184.5,5.43,47.5,late,B3,2.3,3.27,48.9,0
P000670,M2,186.4,6.05,45.1,night,B1,2.6,2.84,50.5,0
P000671,M1,191.5,5.21,48.3,late,B4,6.8,1.59,39.3,0
P000672,M3,188.3,5.48,48.1,night,B5,12.0,2.59,57.3,0
P000673,M4,189.3,5.77,40.6,early,B3,3.8,2.37,60.0,0
P000674,M3,183.9,5.79,45.7,late,B4,2.4,2.61,48.5,0
P000675,M3,176.7,5.32,49.3,late,B4,4.8,1.8,44.2,0
P000676,M2,182.8,5.92,53.8,night,B5,3.4,2.53,52.4,1
P000677,M4,184.3,5.99,49.6,early,B1,4.6,2.9,53.9,0
P000678,M2,180.4,5.57,42.4,late,B2,4.2,3.62,55.0,0
P000679,M1,185.7,6.38,42.0,night,B2,4.2,2.0,53.3,0
P000680,M2,191.4,5.92,46.9,early,B4,0.6,2.3,55.7,1
P000681,M1,187.0,5.45,51.3,night,B3,2.6,2.76,42.5,0
P000682,M1,186.8,6.37,43.7,early,B4,2.4,1.73,55.3,0
P000683,M1,173.7,5.62,50.0,early,B3,2.4,1.77,44.4,0
P000684,M2,194.3,5.86,45.8,late,B5,5.7,2.87,27.9,0
P000685,M3,174.4,5.63,48.0,late,B4,1.5,3.24,44.3,0
P000686,M2,186.2,6.02,44.6,early,B1,0.6,2.37,43.6,0
P000687,M2,190.4,5.63,47.5,early,B5,2.3,2.58,49.9,0
P000688,M4,186.0,5.65,42.5,early,B5,2.0,2.55,54.7,0
P000689,M4,177.0,5.74,52.3,night,B1,3.8,2.29,49.5,0
P000690,M3,177.0,5.62,43.4,night,B2,2.0,1.5,64.1,0
P000691,M2,188.6,6.18,42.3,late,B5,3.1,3.11,43.8,0
P000692,M4,186.8,5.36,40.6,early,B5,2.7,2.58,32.1,0
P000693,M1,177.9,5.79,45.7,late,B3,8.2,2.47,50.2,0
P000694,M2,189.2,5.83,46.5,night,B3,2.0,2.69,43.6,0
P000695,M4,175.7,5.76,49.3,late,B1,5.4,3.18,39.3,0
P000696,M3,186.4,6.14,45.1,early,B3,3.5,2.07,45.6,0
P000697,M3,178.1,5.27,50.4,early,B4,6.9,1.82,41.7,0
P000698,M3,183.4,6.0,44.5,night,B2,9.9,3.05,42.5,0
P000699,M3,182.5,5.36,49.9,night,B2,3.4,1.31,60.2,0
P000700,M2,193.4,5.62,44.6,early,B5,0.8,2.68,49.0,0
P000701,M1,185.3,5.33,40.3,night,B3,1.5,2.27,45.9,0
P000702,M2,183.7,5.68,45.1,early,B2,1.2,2.7,60.8,0
P000703,M1,186.0,5.6,41.7,early,B2,2.6,1.6,45.6,0
P000704,M4,195.8,6.37,42.1,night,B3,2.3,1.97,38.2,0
P000705,M2,191.1,5.88,49.8,late,B2,4.3,3.18,37.4,0
P000706,M3,182.7,5.95,45.0,late,B3,6.6,2.92,47.4,0
P000707,M4,179.4,5.41,47.3,night,B5,0.8,2.31,34.9,0
P000708,M4,180.6,6.06,48.8,night,B4,3.7,2.08,38.6,0
P000709,M2,190.7,6.37,41.8,early,B2,2.1,1.95,44.9,0
P000710,M2,182.1,6.1,50.4,late,B3,3.8,3.17,57.1,0
P000711,M4,184.0,5.34,42.2,night,B3,2.6,2.95,58.3,0
P000712,M3,190.9,5.64,43.8,late,B4,5.9,1.04,53.3,0
P000713,M4,184.8,5.84,39.6,night,B4,1.5,1.41,48.0,0
P000714,M4,178.1,5.6,49.3,late,B3,2.2,2.56,43.4,0
P000715,M4,196.0,6.69,40.4,early,B2,3.3,2.62,51.1,0
P000716,M1,193.7,5.63,41.4,early,B4,2.8,2.09,62.3,0
P000717,M3,185.8,5.78,41.7,night,B1,3.3,2.29,49.1,0
P000718,M1,191.0,5.59,45.5,night,B4,0.9,2.19,44.3,0
P000719,M3,181.5,5.88,45.4,early,B5,8.9,2.31,46.7,0
P000720,M4,188.0,6.28,49.9,early,B4,2.5,2.09,45.9,0
P000721,M3,180.7,5.84,45.6,night,B3,1.6,2.29,52.4,0
P000722,M2,179.5,5.72,51.9,early,B5,3.3,2.45,41.9,0
P000723,M1,198.3,5.42,47.4,early,B3,3.7,1.96,51.2,0
P000724,M4,176.3,6.22,43.2,night,B3,11.4,1.66,52.5,1
P000725,M1,185.6,5.75,43.5,night,B5,7.3,2.22,50.8,0
P000726,M1,185.6,5.73,51.7,night,B1,2.8,2.66,39.3,0
P000727,M1,186.8,4.98,50.7,late,B4,10.2,2.15,46.8,0
P000728,M1,183.5,5.76,49.1,early,B4,8.9,2.14,43.8,0
P000729,M2,186.6,5.66,51.8,night,B3,1.7,3.32,47.4,0
P000730,M3,183.8,5.16,47.8,early,B1,12.0,2.76,42.7,0
